GarageYrBlt_miss_num,LowQualFinSF,GarageArea_miss_num,RoofStyle_Gambrel,PoolArea_binary,Alley_missing,RoofStyle_Hip,YearBuilt,BsmtFinType1_GLQ,BldgType_2fmCon,BsmtFinType2_Rec,Foundation_tipo1,Neighborhood_NPkVill,Neighborhood_BrDale,FullBath,MSSubClass,LotConfig_FR3,Neighborhood_Sawyer,2Story,BsmtExposure_grade,OverallCond,GarageFinish_grade,BsmtFinSF1_miss_num,BsmtHalfBath_miss_num,MSZoning_FV,Condition1_tipo4,Neighborhood_Veenker,LotConfig_Inside,GarageType_Detchd,BsmtUnfSF_miss_num,Neighborhood_CollgCr,Neighborhood_Somerst,Neighborhood_SawyerW,Neighborhood_ClearCr,GarageCars_miss_num,Neighborhood_NWAmes,Fireplaces,BsmtFinSF2_miss_num,Neighborhood_NAmes,Electrical_unify,RoofStyle_Shed,BsmtFinType1_Rec,LotConfig_CulDSac,LandSlope_grade,Condition1_tipo5,Neighborhood_Gilbert,FireplaceQu_grade,HeatingQC_grade,MSZoning_RL,MasVnrType_missing,LandSlope_Sev,SaleCondition_tipo2,ExterQual_grade,Neighborhood_OldTown,GarageType_Attchd,1stFlrSF,Neighborhood_SWISU,BsmtFinType1_BLQ,BsmtFinType2_BLQ,Heating_unify,Neighborhood_StoneBr,Neighborhood_Crawfor,SaleCondition_tipo3,MasVnrType_BrkFace,BsmtFinType2_missing,2.5Fin,Condition2_unify,TotalBsmtSF_miss_num,Neighborhood_IDOTRR,RoofMatl_unify,GarageCond_grade,SaleCondition_tipo1,MasVnrType_Stone,SFoyer,LotShape_grade,2.5Unf,BsmtFinType1_LwQ,BsmtFinType1_missing,GarageType_BuiltIn,Neighborhood_NoRidge,KitchenAbvGr,YearRemodAdd,OverallQual,MasVnrArea_miss_num,LotConfig_FR2,GarageQual_grade,MSZoning_RM,GarageType_CarPort,BldgType_TwnhsE,RoofStyle_Gable,Condition1_tipo2,BldgType_Twnhs,BsmtFinType2_LwQ,Neighborhood_Timber,BsmtFinType1_Unf,1.5Unf,LandSlope_Mod,Alley_Pave,BldgType_Duplex,TotRmsAbvGrd,Condition1_tipo3,MSZoning_RH,Neighborhood_BrkSide,LandContour_grade,1Story,Neighborhood_MeadowV,BsmtFullBath_miss_num,GrLivArea,SLvl,Neighborhood_NridgHt,ExterCond_grade,GarageType_missing,Street_Pave,Condition1_tipo1,Neighborhood_Edwards,KitchenQual_grade,Neighborhood_Blueste,YrSold_adj,2ndFlrSF,RoofStyle_Mansard,BedroomAbvGr,CentralAir_Y,Neighborhood_Mitchel,BsmtQual_grade,MasVnrType_None,LotFrontage_miss_num,BsmtFinType2_GLQ,HalfBath,Utilities_unify,GarageType_Basment,BsmtCond_grade,BsmtFinType2_Unf,LotArea
1964.0,0,504,0,0,1,1,1964,0,0,0,False,0,0,1,20,0,0,0,2,7,3,787,0,0,True,0,1,0,305,0,0,0,0,2,0,0,0,1,1,0,1,0,3,False,0,-100,5,1,0,0,True,3,0,1,1092,0,0,0,1,0,0,False,0,0,0,1,1092,0,1,4,False,1,0,4,0,0,0,0,0,1,1964,6,260.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,1,1092,0,0,3,0,1,False,0,3,0,-2,0,0,3,1,0,4,0,75.0,0,0,1,0,3,1,8250
-100.0,0,0,0,0,1,0,1925,0,0,0,False,0,0,1,30,0,0,0,2,6,1,468,0,0,True,0,1,0,396,0,0,0,0,0,0,0,0,0,0,0,1,0,3,False,0,-100,3,1,0,0,True,3,0,0,864,0,0,0,1,0,0,False,0,0,0,1,864,0,1,-100,False,0,0,4,0,0,0,0,0,1,1950,5,0.0,0,-100,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,864,0,0,3,1,1,False,1,3,0,-2,0,0,2,0,0,3,1,67.0,0,0,1,0,3,1,5604
2009.0,0,460,0,0,1,0,2009,1,0,0,True,0,0,2,20,0,0,0,3,5,3,36,0,0,True,0,0,0,1176,0,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,1,1212,0,0,0,1,0,0,False,0,0,0,1,1212,0,1,3,False,0,0,4,0,0,0,0,0,1,2009,6,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1212,0,0,3,0,1,False,1,4,0,0,0,0,3,1,0,4,1,83.0,0,0,1,0,3,1,10420
2009.0,0,644,0,0,1,0,2009,1,0,0,True,0,0,2,60,0,0,1,2,5,3,822,0,1,True,0,1,0,78,0,1,0,0,2,0,1,0,0,1,0,0,0,3,False,0,3,5,0,0,0,False,3,0,1,932,0,0,0,1,0,0,False,0,0,0,1,900,0,1,3,True,0,0,4,0,0,0,0,0,1,2009,7,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,7,False,0,0,4,0,0,1,1852,0,0,3,0,1,False,0,4,0,-1,920,0,3,1,0,4,1,72.0,0,1,1,0,3,1,8640
1996.0,0,576,0,0,1,0,1995,0,0,0,True,0,0,1,20,0,0,0,2,5,2,716,1,0,True,0,0,0,274,1,0,0,0,2,0,0,0,0,1,0,0,1,3,False,0,-100,5,1,0,0,True,3,0,1,990,0,0,0,1,0,0,False,0,0,0,1,990,0,1,3,False,0,0,2,0,0,0,0,0,1,1995,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,0,990,0,0,3,0,1,False,0,3,0,-4,0,0,3,1,0,4,1,43.0,0,0,1,0,3,1,13568
1977.0,0,299,0,0,1,0,1977,1,0,0,False,0,0,1,60,0,0,1,2,7,4,378,0,0,True,0,0,0,311,1,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,1,689,0,0,0,1,0,0,False,1,0,0,1,689,0,1,3,False,0,0,3,0,0,0,0,0,1,1977,6,153.0,1,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,0,0,0,1392,0,0,3,0,1,False,0,3,0,0,703,0,3,1,0,4,0,-100.0,0,1,1,0,3,1,10900
1957.0,0,447,0,0,1,0,1957,0,0,0,False,0,0,1,20,0,0,0,2,6,2,360,1,0,True,0,1,0,710,0,0,0,0,1,0,1,0,1,1,0,0,0,3,False,0,2,3,1,0,0,True,3,0,1,1236,0,1,0,1,0,0,False,1,0,0,1,1070,0,1,3,False,0,0,3,0,0,0,0,0,1,1996,5,64.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1236,0,0,3,0,1,False,0,4,0,-4,0,0,2,1,0,3,0,72.0,0,0,1,0,3,1,10011
2004.0,0,484,0,0,1,0,2004,1,0,0,True,0,0,2,20,0,0,0,3,5,2,946,0,0,True,0,1,0,490,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,4,0,1,1436,0,0,0,1,0,0,False,1,0,0,1,1436,0,1,3,False,0,0,4,0,0,0,0,0,1,2004,7,266.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,8,False,0,0,4,1,0,1,1436,0,0,3,0,1,False,0,4,0,-2,0,0,3,1,0,4,0,65.0,0,0,1,0,3,1,8450
1940.0,0,210,0,0,0,0,1925,0,0,0,False,0,0,1,70,0,0,1,2,4,2,0,0,0,True,0,1,1,686,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,2,0,0,0,True,3,1,0,810,0,0,0,1,0,0,False,0,0,0,1,686,0,1,3,False,0,0,4,0,0,0,0,0,1,1950,4,0.0,0,3,1,0,0,1,False,0,0,0,1,0,0,0,0,8,False,0,0,4,0,0,0,1328,0,0,3,0,1,False,0,3,0,-4,518,0,3,0,0,3,1,57.0,0,0,1,0,3,1,9906
1939.0,0,431,0,0,1,0,1939,0,0,0,False,0,0,1,50,0,0,0,2,9,2,341,1,0,True,0,0,0,457,0,0,0,0,2,0,2,0,0,1,0,0,0,3,False,0,3,5,1,0,0,True,4,0,1,1137,0,1,0,1,0,1,False,1,0,0,1,798,0,1,3,False,0,0,3,0,0,0,0,0,1,2006,7,312.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,8,False,0,0,4,0,0,0,1954,0,0,4,0,1,False,0,4,0,-2,817,0,3,1,0,3,0,-100.0,0,1,1,0,3,1,15660
2005.0,0,438,0,0,1,0,2005,1,0,0,True,0,0,2,120,0,0,0,4,5,4,16,0,0,True,0,1,0,1232,0,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,False,4,0,1,1248,0,0,0,1,0,0,False,1,0,0,1,1248,0,1,3,True,0,0,4,0,0,0,0,0,1,2006,7,16.0,0,3,0,0,1,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,0,1248,0,0,3,0,1,False,0,4,0,-4,0,0,2,1,0,4,0,43.0,0,0,1,0,3,1,3010
2006.0,0,675,0,0,1,0,2006,0,0,0,True,0,0,2,20,0,0,0,3,5,3,0,0,0,True,0,1,0,1498,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,False,4,0,1,1498,0,0,0,1,0,0,False,0,0,0,1,1498,0,1,3,True,0,0,3,0,0,0,0,0,1,2006,7,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,5,False,0,0,4,1,0,0,1498,0,0,3,0,1,False,0,4,0,-4,0,0,2,1,0,4,1,73.0,0,0,1,0,3,1,8990
2002.0,0,390,0,0,1,0,2002,0,0,0,True,0,0,2,60,0,0,1,2,5,3,0,0,0,True,0,1,0,1010,0,0,0,0,2,0,1,0,0,1,0,0,0,3,False,1,3,5,1,0,0,True,4,0,0,1010,0,0,0,1,0,0,False,0,0,0,1,1010,0,1,3,False,0,0,3,0,0,0,1,0,1,2002,6,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,8,False,0,0,4,0,0,0,2267,0,0,3,0,1,False,0,4,0,-1,1257,0,4,1,0,4,1,-100.0,0,1,1,0,3,1,8068
1975.0,0,434,0,0,1,0,1975,0,0,0,False,0,0,2,60,0,0,1,2,6,3,550,0,0,True,0,1,0,163,0,0,0,0,2,1,1,0,0,1,0,0,0,3,False,0,3,3,1,0,0,True,3,0,1,811,0,0,0,1,0,0,False,0,0,0,1,713,0,1,3,False,0,0,4,0,0,0,0,0,1,1975,6,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,0,0,1,1552,0,0,3,0,1,False,0,3,0,-4,741,0,3,1,0,4,1,85.0,0,1,1,0,3,1,11475
1989.0,0,576,0,0,1,0,1971,0,0,0,False,0,0,1,20,0,0,0,2,6,2,524,0,0,True,0,0,1,160,0,0,0,0,2,0,0,180,1,1,0,0,0,3,False,0,-100,4,1,0,0,False,3,0,0,864,0,0,0,1,0,0,True,0,0,0,1,864,0,1,3,False,0,0,4,0,0,0,0,0,1,1971,4,0.0,1,3,0,0,0,1,False,0,1,0,0,0,0,0,0,4,False,0,0,4,1,0,0,864,0,0,3,0,1,False,0,3,0,-1,0,0,2,1,0,3,1,70.0,0,0,1,0,3,0,10500
2003.0,0,968,0,0,1,1,2003,1,0,0,True,0,0,2,20,0,0,0,5,5,4,56,0,0,True,0,1,0,2336,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,5,5,1,0,0,True,5,0,1,2392,0,0,0,1,0,0,False,1,0,0,1,2392,0,1,3,False,0,0,4,0,0,0,0,0,1,2003,10,922.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,8,False,0,0,4,1,0,0,2392,0,1,3,0,1,False,0,5,0,-1,0,0,3,1,0,5,0,103.0,0,0,1,0,3,1,13472
1991.0,0,280,0,0,1,0,1971,0,0,0,False,0,1,2,160,0,0,1,2,5,2,0,0,0,True,0,1,1,630,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,3,0,0,0,False,3,0,0,630,0,0,0,1,0,0,True,1,0,0,1,630,0,1,3,False,0,0,4,0,0,0,0,0,1,1971,5,142.0,0,3,1,0,0,1,False,1,0,0,1,0,0,0,0,6,False,0,0,4,0,0,0,1302,0,0,3,0,1,False,0,3,0,-1,672,0,3,1,0,3,0,21.0,0,1,1,0,3,1,1680
1995.0,0,721,0,0,1,0,1995,1,0,0,True,0,0,2,60,0,0,1,2,5,3,565,0,0,True,0,1,0,638,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,3,5,1,0,0,False,4,0,1,1214,0,0,0,1,0,0,True,1,0,0,1,1203,0,1,3,False,0,0,3,0,0,0,0,1,1,1995,7,290.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,9,False,0,0,4,0,0,0,2520,0,0,3,0,1,False,0,4,0,-3,1306,0,4,1,0,4,0,82.0,0,1,1,0,3,1,9950
1987.0,0,280,0,0,1,0,1970,0,0,0,False,0,1,1,160,0,0,1,2,6,2,321,0,0,True,0,1,1,162,0,0,0,0,1,0,0,0,0,1,0,1,0,3,False,0,-100,3,0,0,0,True,3,0,0,483,0,0,0,1,0,0,False,1,0,0,1,483,0,1,3,False,0,0,4,0,0,0,0,0,1,1970,6,127.0,0,3,1,0,0,1,False,1,0,0,0,0,0,0,0,5,False,0,0,4,0,0,0,987,0,0,3,0,1,False,0,3,0,-2,504,0,2,1,0,3,0,21.0,0,1,1,0,3,1,1869
1974.0,0,336,0,0,1,0,1967,0,0,0,False,0,0,1,20,0,1,0,2,5,2,842,0,0,False,0,0,1,70,0,0,0,0,1,0,1,0,0,1,0,0,0,3,False,0,2,3,1,0,0,True,3,0,0,912,0,0,0,1,0,0,False,0,0,0,1,912,0,1,3,False,0,0,4,0,0,0,0,0,1,1967,5,0.0,1,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,0,912,0,0,3,0,1,False,0,3,0,0,0,0,3,1,0,3,1,70.0,0,0,1,0,3,1,8521
2005.0,0,430,0,0,1,0,2005,1,0,0,True,0,0,2,120,0,0,0,4,5,4,16,0,0,True,0,1,0,1357,0,0,0,0,2,0,1,0,0,1,0,0,0,3,False,0,3,5,1,0,0,True,4,0,1,1555,0,0,0,1,0,0,False,1,0,0,1,1373,0,1,3,False,0,0,4,0,0,0,0,0,1,2006,7,16.0,0,3,0,0,1,1,False,0,0,0,0,0,0,0,0,7,False,0,0,4,1,0,0,1555,0,0,3,0,1,False,0,4,0,-1,0,0,2,1,0,4,0,43.0,0,0,1,0,3,1,3182
1959.0,0,312,0,0,1,1,1959,0,0,0,False,0,0,1,20,0,0,0,2,6,3,0,0,0,True,0,1,0,1194,0,0,0,0,1,0,0,0,1,1,0,0,0,3,False,0,-100,3,1,0,0,True,3,0,1,1194,0,0,0,1,0,0,False,1,0,0,1,1194,0,1,3,False,0,0,4,0,0,0,0,0,1,1959,6,220.0,0,3,0,0,0,0,False,0,0,0,1,0,0,0,0,6,False,0,0,4,1,0,1,1194,0,0,3,0,1,False,0,3,0,0,0,0,3,1,0,3,0,73.0,0,0,1,0,3,1,8760
1995.0,0,810,0,0,1,0,1995,1,0,0,True,0,0,2,60,0,0,1,2,5,4,689,0,0,True,0,1,0,773,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,3,5,1,0,0,True,4,0,1,1490,0,0,0,1,0,0,False,1,0,0,1,1462,0,1,3,False,0,0,3,0,0,0,0,1,1,1996,8,506.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,9,False,0,0,4,0,0,1,2794,0,0,3,0,1,False,0,5,0,-1,1304,0,4,1,0,4,0,174.0,0,1,1,0,3,1,15138
1972.0,0,288,0,0,1,0,1972,0,0,0,False,0,1,1,160,0,0,1,2,5,2,0,0,0,True,0,1,0,483,0,0,0,0,1,0,1,0,0,1,0,0,0,3,False,0,1,3,0,0,0,True,3,0,1,483,0,0,0,1,0,0,False,1,0,0,1,483,0,1,3,False,0,0,4,0,0,0,0,0,1,1972,6,297.0,0,3,1,0,0,1,False,1,0,0,1,0,0,0,0,5,False,0,0,4,0,0,0,987,0,0,3,0,1,False,0,3,0,-4,504,0,2,1,0,3,0,21.0,0,1,1,0,3,1,1680
1976.0,0,308,0,0,1,0,1976,0,0,0,False,0,0,1,20,0,0,0,4,6,2,182,0,0,True,0,0,0,0,1,0,0,0,1,0,0,712,0,1,0,0,0,3,False,0,-100,3,1,0,0,True,3,0,1,894,0,0,0,1,0,0,False,0,0,0,1,894,0,1,3,False,0,0,4,0,1,0,0,0,1,1976,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,894,0,0,3,0,1,False,0,3,0,0,0,0,3,1,0,3,1,75.0,0,0,1,0,4,0,10650
2002.0,0,440,0,0,1,0,2002,1,0,0,True,0,0,2,60,0,0,1,2,5,4,625,0,0,True,0,1,0,235,0,0,0,0,2,0,2,0,0,1,0,0,0,3,False,1,3,5,1,1,0,True,4,0,0,860,0,0,0,1,0,0,False,0,0,0,1,860,0,1,3,False,0,0,4,0,0,0,1,0,1,2002,6,-100.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,8,False,0,0,4,0,0,1,1960,0,0,3,0,1,False,0,4,0,0,1100,0,4,1,0,4,0,-100.0,0,1,1,0,3,1,7851
1971.0,0,264,0,0,1,0,1971,0,0,0,False,0,1,1,160,0,0,1,2,3,2,358,0,0,True,0,1,1,125,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,3,0,0,0,True,3,0,0,483,0,0,0,1,0,0,False,1,0,0,1,483,0,1,3,False,0,0,4,0,0,0,0,0,1,1971,6,604.0,0,3,1,0,1,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,0,0,0,987,0,0,3,0,1,False,0,3,0,-2,504,0,2,1,0,3,0,21.0,0,1,1,0,3,1,1680
2004.0,0,494,0,0,1,0,2004,1,0,0,True,0,0,2,20,0,0,0,4,5,3,24,0,0,True,0,0,0,1390,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,4,0,1,1414,0,0,0,1,0,0,False,1,0,0,1,1414,0,1,3,False,0,0,4,0,0,0,0,0,1,2004,7,98.0,1,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1414,0,0,3,0,1,False,0,4,0,0,0,0,3,1,0,4,0,65.0,0,0,1,0,3,1,8773
1993.0,0,457,0,0,1,0,1993,0,0,0,True,0,0,2,60,0,0,1,2,7,3,402,0,0,False,0,0,0,594,0,0,1,0,2,0,0,0,0,1,0,0,1,3,False,0,-100,5,1,0,0,True,4,0,1,1014,0,1,0,1,0,0,False,0,0,0,1,996,0,1,3,False,0,0,3,0,0,0,0,0,1,2003,7,0.0,0,3,0,0,0,1,True,0,0,0,0,0,0,0,0,7,False,0,0,4,0,0,0,1744,0,0,3,0,1,False,0,4,0,0,730,0,3,1,0,4,1,-100.0,0,1,1,0,3,1,9453
2007.0,0,818,0,0,1,1,2007,0,0,0,True,0,0,2,20,0,0,0,2,5,4,0,0,0,True,0,1,0,1694,0,0,0,0,3,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,False,5,0,1,1694,0,0,0,1,0,0,False,1,0,0,1,1694,0,1,3,True,0,0,4,0,0,0,0,0,1,2007,8,254.0,0,3,0,0,0,0,False,0,0,0,1,0,0,0,0,7,False,0,0,4,1,0,0,1694,0,1,3,0,1,False,0,4,0,-3,0,0,3,1,0,5,0,93.0,0,0,1,0,3,1,12030
1949.0,0,220,0,0,1,0,1945,0,0,0,False,0,0,1,50,0,0,0,2,4,2,94,0,0,True,0,1,1,641,0,0,0,0,1,0,1,0,0,0,0,0,0,3,False,0,4,3,1,0,0,True,3,0,0,798,0,0,0,1,0,0,False,0,0,0,1,735,0,1,3,False,0,0,4,0,1,0,0,0,1,1950,6,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,7,False,0,0,4,0,0,0,1487,0,0,3,0,1,False,1,3,0,0,689,0,3,1,0,3,1,52.0,0,1,1,0,2,1,8741
2008.0,0,750,0,0,1,0,2008,1,0,0,True,0,0,2,20,0,0,0,4,5,3,1078,0,1,True,0,1,0,488,0,1,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,0,0,0,True,4,0,1,1566,0,0,0,1,0,0,False,0,0,0,1,1566,0,1,3,False,1,0,4,0,0,0,0,0,1,2008,8,36.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,7,False,0,0,4,1,0,1,1566,0,0,3,0,1,False,0,4,0,0,0,0,3,1,0,4,0,75.0,0,0,1,0,3,1,9000
-100.0,0,0,0,0,1,0,1945,0,0,0,False,0,0,1,30,0,0,0,2,9,1,329,0,0,True,0,1,0,357,0,0,0,0,0,0,0,0,0,1,0,0,0,3,False,0,-100,4,0,0,0,True,3,1,0,866,0,0,0,1,0,0,False,0,0,0,1,686,0,1,-100,False,0,0,4,0,0,0,0,0,1,1997,5,0.0,0,-100,1,0,0,1,False,0,0,0,0,0,0,0,0,4,False,0,0,4,1,0,0,866,0,0,4,1,1,False,0,4,0,-3,0,0,2,1,0,3,1,40.0,0,0,1,0,3,1,3880
1940.0,0,352,0,0,1,0,1900,0,0,0,False,0,0,1,50,0,0,0,2,4,2,0,0,0,True,0,0,0,540,0,0,0,0,1,0,0,0,0,0,0,0,0,3,False,0,-100,4,0,0,0,True,3,1,1,889,0,0,0,1,0,0,False,0,0,0,1,540,0,1,3,False,0,0,4,0,0,0,0,0,1,1950,5,0.0,0,2,1,0,0,1,False,0,0,0,1,0,0,0,0,6,False,0,0,4,0,0,0,1440,0,0,3,0,1,False,0,3,0,-4,551,0,3,0,0,3,1,63.0,0,0,1,0,3,1,5000
1980.0,0,288,0,0,1,0,1980,0,0,0,False,0,0,1,160,0,0,1,2,6,3,0,0,0,True,0,0,0,626,0,0,1,0,1,0,1,0,0,1,0,0,0,3,False,0,3,3,1,0,0,True,3,0,1,626,0,0,0,1,0,0,False,0,0,0,1,626,0,1,3,False,0,0,4,0,0,0,0,0,1,1980,6,0.0,0,3,0,0,1,1,False,0,0,0,1,0,0,0,0,6,False,0,0,4,0,0,0,1217,0,0,3,0,1,False,0,3,0,-1,591,0,3,1,0,4,1,75.0,0,1,1,0,3,1,10762
1994.0,0,463,0,0,1,0,1994,1,0,0,True,0,0,2,60,0,0,1,2,5,3,695,0,0,True,0,1,0,253,0,0,1,0,2,0,2,0,0,1,0,0,0,3,False,0,2,5,1,0,0,True,4,0,1,1222,0,0,0,1,0,0,False,0,0,0,1,948,0,1,3,False,0,0,3,0,0,0,0,0,1,2002,7,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,8,False,0,0,4,0,0,1,2110,0,0,3,0,1,False,0,4,0,0,888,0,3,1,0,4,1,-100.0,0,1,1,0,3,1,8880
1988.0,0,604,0,0,1,0,1988,1,0,0,False,0,0,2,20,0,0,0,4,5,4,929,1,0,True,0,1,0,916,0,0,0,0,2,1,1,0,0,1,0,0,0,3,False,0,3,4,1,0,0,True,3,0,1,1872,0,0,0,1,0,0,False,1,0,0,1,1845,0,1,3,False,0,0,4,0,0,0,0,0,1,1988,7,102.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1872,0,0,3,0,1,False,0,3,0,-4,0,0,3,1,0,4,0,80.0,0,0,1,0,3,1,10400
1910.0,0,440,0,0,0,0,1910,0,1,0,False,0,0,2,190,0,0,1,2,8,2,0,0,0,True,0,1,1,1020,0,0,0,0,1,0,0,0,0,0,0,0,0,3,False,0,-100,4,0,0,0,True,3,1,0,908,0,0,0,1,0,0,False,0,0,0,1,1020,0,1,1,False,0,0,4,0,0,0,0,0,2,1950,6,0.0,0,1,1,0,0,1,False,0,0,0,1,0,0,0,0,9,False,0,0,4,0,0,0,1928,0,0,2,0,1,False,0,2,0,-4,1020,0,4,0,0,2,1,69.0,0,0,1,0,3,1,9142
1954.0,0,451,0,0,1,1,1954,0,0,0,False,0,0,1,20,0,0,0,2,5,2,0,0,0,True,0,1,0,1367,0,0,0,0,2,0,1,0,1,1,0,0,0,3,False,0,3,5,1,0,0,True,3,0,1,1375,0,0,0,1,0,0,False,0,0,0,1,1367,0,1,3,False,0,0,4,0,0,0,0,0,1,1954,6,0.0,0,3,0,0,0,0,False,0,0,0,1,0,0,0,0,5,False,0,0,4,1,0,0,1375,0,0,3,0,1,False,0,3,0,-4,0,0,2,1,0,3,1,75.0,0,0,1,0,3,1,11310
2003.0,0,500,0,0,1,0,2003,0,0,0,True,0,0,2,60,0,0,1,2,5,3,0,0,0,True,0,1,0,840,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,4,0,1,840,0,0,0,1,0,0,False,1,0,0,1,840,0,1,3,False,0,0,4,0,0,0,0,0,1,2003,7,101.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,8,False,0,0,4,0,0,0,1668,0,0,3,0,1,False,0,4,0,-3,828,0,3,1,0,4,0,72.0,0,1,1,0,3,1,11317
1958.0,0,389,0,0,1,0,1958,0,0,0,False,0,0,2,50,0,0,0,5,7,4,697,1,0,True,0,0,0,747,0,0,0,1,2,0,2,0,0,1,0,1,1,1,False,0,3,4,1,0,1,True,4,0,1,1444,0,0,0,1,0,0,False,0,0,0,1,1444,0,1,3,False,0,0,2,0,0,0,0,0,1,2006,6,472.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,7,False,0,0,1,0,0,0,2144,0,0,3,0,1,False,0,4,0,-3,700,0,4,1,0,4,0,-100.0,0,0,1,0,3,1,159000
-100.0,0,0,0,0,1,0,1940,0,0,0,False,0,0,1,30,0,0,0,2,2,1,0,0,0,True,0,1,0,728,0,0,0,0,0,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,0,1306,0,0,0,1,0,0,False,0,0,0,1,728,0,1,-100,False,0,0,3,0,0,0,0,0,1,1966,3,0.0,0,-100,0,0,0,1,False,0,0,0,1,0,0,0,0,6,False,0,1,4,1,0,0,1306,0,0,1,1,1,False,0,2,0,0,0,0,3,1,0,3,1,55.0,0,0,1,0,3,1,5350
2006.0,0,538,0,0,1,1,2006,1,0,0,True,0,0,2,120,0,0,0,5,5,4,1573,1,0,True,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,False,0,4,5,0,0,0,True,4,0,1,1625,0,0,0,1,0,1,False,0,0,0,1,1573,0,1,3,False,1,0,3,0,0,0,0,0,1,2007,8,481.0,0,3,1,0,1,0,False,0,0,0,0,0,1,0,0,5,False,0,0,2,1,0,1,1625,0,0,3,0,1,False,0,4,0,-3,0,0,2,1,0,4,0,44.0,0,0,1,0,3,1,4750
2004.0,0,520,0,0,1,0,2004,0,0,0,True,0,0,2,60,0,0,1,2,5,3,0,0,0,True,0,1,0,798,0,0,1,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,4,0,1,798,0,0,0,1,0,0,False,0,0,0,1,798,0,1,3,False,0,0,3,0,0,0,0,0,1,2004,6,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,6,False,0,0,4,0,0,0,1640,0,0,3,0,1,False,0,4,0,-2,842,0,3,1,0,4,1,65.0,0,1,1,0,3,1,8366
1964.0,0,309,0,0,1,1,1964,0,0,0,False,0,0,2,80,0,0,0,5,7,3,270,1,0,True,0,1,0,452,0,0,0,0,1,0,0,580,1,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,1,1302,0,0,0,1,0,0,False,1,0,0,1,1302,0,1,3,False,0,0,4,0,1,0,0,0,1,1991,6,108.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,7,False,0,0,4,0,0,0,1302,1,0,3,0,1,False,0,4,0,-3,0,0,3,1,0,4,0,85.0,0,0,1,0,3,0,9350
