Neighborhood_NWAmes,MasVnrType_None,SaleCondition_tipo3,GarageType_Attchd,Foundation_tipo1,GarageType_missing,Neighborhood_NAmes,Neighborhood_Somerst,Neighborhood_NoRidge,GarageType_Detchd,LotConfig_CulDSac,Electrical_unify,ExterCond_grade,HalfBath,Condition2_unify,Neighborhood_Edwards,Neighborhood_SawyerW,Neighborhood_SWISU,RoofMatl_unify,BsmtFinType2_Unf,Utilities_unify,1Story,LotConfig_FR2,GarageYrBlt_miss_num,Condition1_tipo2,BsmtHalfBath_miss_num,Neighborhood_Timber,BsmtQual_grade,BsmtFinType1_GLQ,BsmtCond_grade,KitchenQual_grade,Neighborhood_IDOTRR,Neighborhood_Mitchel,2.5Fin,GarageCond_grade,Alley_missing,Condition1_tipo4,BsmtFinSF1_miss_num,Alley_Pave,SaleCondition_tipo2,Neighborhood_Blueste,MSSubClass,CentralAir_Y,Neighborhood_Gilbert,MasVnrType_Stone,YearRemodAdd,MSZoning_FV,FireplaceQu_grade,BldgType_Duplex,Neighborhood_BrkSide,BsmtFinType2_Rec,RoofStyle_Mansard,BldgType_Twnhs,MasVnrType_BrkFace,BsmtFullBath_miss_num,MasVnrType_missing,MasVnrArea_miss_num,Neighborhood_MeadowV,BedroomAbvGr,LotArea,BsmtExposure_grade,LotFrontage_miss_num,MSZoning_RM,GrLivArea,LandSlope_Sev,Condition1_tipo1,Neighborhood_NridgHt,BsmtFinType2_GLQ,KitchenAbvGr,Heating_unify,TotRmsAbvGrd,YearBuilt,SFoyer,Neighborhood_Veenker,GarageType_CarPort,LotConfig_Inside,BsmtFinType1_BLQ,PoolArea_binary,BldgType_TwnhsE,GarageQual_grade,TotalBsmtSF_miss_num,BsmtFinType1_LwQ,HeatingQC_grade,2ndFlrSF,Condition1_tipo3,LandSlope_grade,BsmtFinType2_LwQ,RoofStyle_Gambrel,SLvl,GarageType_BuiltIn,Neighborhood_NPkVill,Neighborhood_OldTown,RoofStyle_Shed,BldgType_2fmCon,LotShape_grade,LandContour_grade,LandSlope_Mod,FullBath,GarageCars_miss_num,Condition1_tipo5,OverallCond,Fireplaces,BsmtFinSF2_miss_num,LotConfig_FR3,Neighborhood_ClearCr,Neighborhood_Sawyer,GarageArea_miss_num,Neighborhood_StoneBr,BsmtFinType1_Rec,BsmtFinType2_BLQ,SaleCondition_tipo1,Neighborhood_CollgCr,BsmtFinType1_missing,BsmtFinType1_Unf,OverallQual,MSZoning_RL,GarageType_Basment,BsmtUnfSF_miss_num,RoofStyle_Hip,1.5Unf,YrSold_adj,MSZoning_RH,Street_Pave,RoofStyle_Gable,2Story,2.5Unf,ExterQual_grade,Neighborhood_Crawfor,Neighborhood_BrDale,1stFlrSF,LowQualFinSF,GarageFinish_grade,BsmtFinType2_missing
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2004.0,False,0,0,4,1,3,4,0,0,0,3,1,True,662,0,True,0,120,1,0,0,2004,0,4,0,0,0,0,0,1,1,0,205.0,0,1,4438,4,-100.0,1,848,0,False,0,0,1,1,3,2004,0,0,0,1,0,0,1,3,848,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,5,1,0,0,0,0,420,0,0,0,False,1,0,0,6,0,0,186,0,0,-2,0,1,1,0,0,4,0,0,848,0,3,0
1,1,True,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1977.0,False,1,0,4,0,3,5,0,0,0,3,1,True,767,0,False,0,20,1,0,0,1977,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,15611,4,-100.0,0,1126,0,False,0,0,1,1,6,1977,0,0,0,0,0,0,0,3,1126,0,3,0,False,3,1,0,0,0,0,0,0,0,3,4,0,2,2,False,6,0,93,0,0,0,540,0,0,0,False,0,0,0,5,1,0,266,0,0,-2,0,1,1,0,0,3,0,0,1126,0,3,0
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2005.0,False,0,0,4,0,3,4,0,0,0,3,1,True,20,0,True,0,120,1,0,1,2006,0,4,0,0,0,0,0,0,0,0,256.0,0,2,7577,4,61.0,0,1362,0,False,1,0,1,1,6,2005,0,0,0,0,0,0,1,3,1362,0,5,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,460,0,0,0,False,0,0,0,6,1,0,1342,0,0,-3,0,1,1,0,0,4,0,0,1362,0,3,0
0,1,False,0,True,0,0,0,0,1,0,1,3,0,1,0,0,0,1,1,1,0,0,1930.0,False,0,0,3,0,3,3,0,0,0,3,1,True,0,0,True,0,50,1,0,0,1992,0,4,0,1,0,0,0,0,0,0,0.0,0,3,6240,2,52.0,1,1573,0,False,0,0,1,1,8,1930,0,0,0,1,0,0,0,3,1078,0,3,445,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,7,1,0,0,0,0,360,0,0,0,False,0,0,1,5,0,0,1078,0,0,-2,0,1,1,0,0,3,0,0,1128,0,2,0
0,1,False,0,False,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1949.0,False,0,0,3,0,3,3,0,0,0,3,1,True,284,0,True,0,90,0,0,0,1950,0,-100,1,0,0,0,0,0,0,0,0.0,0,4,6270,2,82.0,0,2002,0,False,0,0,2,1,8,1949,0,0,0,1,1,0,0,3,1001,0,3,1001,False,3,0,0,0,0,0,0,0,0,4,2,0,2,3,False,6,0,0,0,0,0,871,0,0,0,False,0,0,0,5,0,0,717,0,0,-3,1,1,1,1,0,3,1,0,1001,0,2,0
0,1,False,1,False,0,1,0,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0,1962.0,False,0,0,3,0,3,3,0,0,0,3,0,False,580,0,True,0,50,1,0,0,1950,0,3,0,0,0,0,0,0,1,0,0.0,0,3,10930,2,60.0,0,1558,0,False,0,0,1,1,6,1945,0,0,0,1,1,0,0,3,913,0,3,510,False,3,0,0,0,0,0,0,0,0,4,3,0,1,1,False,6,1,0,0,0,0,288,0,0,0,False,0,0,0,5,1,0,333,0,0,-2,0,1,1,0,0,3,0,0,1048,0,2,0
0,1,False,1,False,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1976.0,False,0,0,3,0,3,3,0,1,0,3,1,True,936,0,True,0,90,1,0,0,1976,0,-100,1,0,0,0,0,0,0,0,0.0,0,4,12640,5,55.0,0,1728,0,False,0,0,2,1,8,1976,0,0,0,1,0,0,0,3,1728,0,3,0,False,3,1,0,0,0,0,0,0,0,3,4,0,2,2,False,5,0,396,0,0,0,574,0,1,0,False,0,0,0,6,1,0,396,0,0,-4,0,1,1,0,0,3,0,0,1728,0,2,0
0,1,False,0,True,1,0,0,0,0,0,1,3,0,1,0,0,1,1,1,1,0,0,-100.0,False,0,0,3,0,3,3,0,0,0,-100,1,True,0,0,True,0,190,1,0,0,1995,0,-100,0,0,0,0,0,0,0,0,0.0,0,5,7082,3,-100.0,0,1928,0,False,0,0,2,1,10,1916,0,0,0,1,0,0,0,-100,686,0,4,980,False,3,0,0,0,0,0,0,0,1,4,4,0,2,0,False,8,0,0,0,0,0,0,0,0,0,False,0,0,1,5,0,0,686,0,0,-4,1,1,1,1,0,3,0,0,948,0,1,0
0,0,False,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1989.0,False,0,0,3,0,3,3,0,0,0,3,1,True,320,0,True,0,20,1,0,0,2003,0,-100,0,0,0,0,0,1,1,0,104.0,0,3,10200,2,85.0,0,1086,0,False,0,0,1,1,6,1954,0,0,0,1,0,0,0,3,1086,0,4,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,7,0,362,0,0,0,490,0,0,1,False,0,0,0,5,1,0,404,0,0,0,0,1,1,0,0,3,0,0,1086,0,2,0
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2001.0,False,0,0,4,1,3,4,0,0,0,3,1,True,1358,0,True,0,20,1,0,0,2002,0,3,0,0,0,0,0,1,1,0,479.0,0,3,11423,4,-100.0,0,1601,0,False,0,0,1,1,6,2001,0,0,0,1,0,0,0,3,1581,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,1,0,0,0,0,670,0,0,0,False,1,0,0,8,1,0,223,0,0,0,0,1,1,0,0,4,0,0,1601,0,3,0
0,0,True,0,False,0,0,0,0,1,0,1,3,1,1,0,0,0,1,1,1,0,0,1971.0,False,0,0,3,0,3,3,0,0,0,3,1,True,387,0,False,0,160,1,0,0,1971,0,-100,0,0,0,0,1,1,0,0,232.0,0,2,1680,2,21.0,1,987,0,False,0,0,1,1,4,1971,0,0,0,1,0,0,0,3,483,0,3,504,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,5,0,0,0,0,0,264,0,0,0,False,0,0,0,6,0,0,96,0,0,-2,0,1,1,1,0,3,0,1,483,0,2,0
0,1,False,1,False,0,0,0,0,0,0,1,3,0,1,0,1,0,1,1,1,1,0,1979.0,False,0,0,4,0,3,3,0,0,0,3,1,True,0,0,True,0,120,1,0,0,1979,0,3,0,0,0,0,0,0,0,0,0.0,0,2,7892,2,55.0,0,918,0,False,0,0,1,1,5,1979,0,0,0,1,0,0,1,3,918,0,3,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,1,False,5,1,0,0,0,0,264,0,0,0,False,0,0,1,6,1,0,918,0,0,0,0,1,1,0,0,3,0,0,918,0,2,0
0,0,False,0,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2005.0,False,0,0,5,1,3,5,0,0,0,3,1,True,240,0,False,0,60,1,0,1,2006,0,4,0,0,0,0,0,0,0,0,208.0,0,4,16056,4,85.0,0,2868,0,False,0,0,1,1,11,2005,0,0,0,1,0,0,0,3,1992,0,5,876,False,3,0,0,0,1,0,0,0,0,3,4,0,3,3,False,5,1,0,0,0,0,716,1,0,0,True,0,0,0,9,1,0,1752,1,0,-4,0,1,0,1,0,4,0,0,1992,0,4,0
1,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1976.0,False,0,0,4,1,3,3,0,0,0,3,1,True,194,0,True,0,60,1,0,0,1976,0,3,0,0,0,0,0,0,0,0,0.0,0,4,10140,2,78.0,0,1664,0,False,0,0,1,1,8,1976,0,0,0,1,0,0,0,3,832,0,3,832,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,1,0,0,0,0,528,0,0,0,False,0,0,0,7,1,0,638,0,0,-4,0,1,1,1,0,3,0,0,832,0,3,0
0,0,False,0,False,0,0,0,0,1,0,1,3,1,1,0,0,0,1,1,1,0,0,1987.0,False,0,0,3,0,3,3,0,0,0,3,1,True,321,0,True,0,160,1,0,0,1970,0,-100,0,0,0,0,1,1,0,0,127.0,0,2,1869,2,21.0,1,987,0,False,0,0,1,1,5,1970,0,0,0,1,0,0,0,3,483,0,3,504,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,6,0,0,0,0,0,280,0,1,0,False,0,0,0,6,0,0,162,0,0,-2,0,1,1,1,0,3,0,1,483,0,2,0
0,1,False,0,False,0,0,0,0,0,0,1,3,0,1,1,0,0,1,1,1,0,0,1935.0,False,0,0,3,0,3,4,0,0,0,3,1,True,626,0,True,0,70,1,0,0,1986,0,3,0,0,0,0,0,0,0,0,0.0,0,4,13728,2,120.0,0,2108,0,False,0,0,1,1,7,1935,0,0,0,0,0,0,0,3,1127,0,5,872,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,7,2,0,0,0,0,540,0,1,0,False,0,0,0,6,1,1,501,1,0,-2,0,1,0,1,0,3,0,0,1236,0,2,0
0,1,False,0,False,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1975.0,False,0,0,4,0,3,3,0,0,0,3,1,False,1390,0,True,0,85,1,0,0,1981,0,3,0,0,0,0,0,0,1,0,0.0,0,3,16647,5,-100.0,0,1701,0,False,0,0,1,1,6,1975,1,0,0,0,0,0,0,3,1390,0,3,0,True,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,2,0,0,0,1,611,0,0,0,False,0,0,0,5,1,1,0,0,0,-3,0,1,1,0,0,3,0,0,1701,0,4,0
0,1,False,0,False,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,1,1,0,1957.0,False,0,0,3,0,3,3,1,0,0,3,1,True,197,0,True,0,30,1,0,0,1990,0,-100,0,0,0,0,0,0,1,0,0.0,0,2,4800,2,40.0,1,1196,0,False,0,0,1,1,5,1916,0,0,0,1,0,0,0,3,1196,1,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,7,0,0,0,0,0,440,0,0,0,False,0,0,0,4,0,0,999,0,0,-3,0,1,1,0,0,3,0,0,1196,0,2,0
0,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2004.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,True,0,60,1,1,0,2004,0,4,0,0,0,0,0,0,0,0,0.0,0,3,8244,2,62.0,0,1720,0,False,0,0,1,1,7,2004,0,0,0,1,0,0,0,3,840,0,5,880,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,440,0,0,0,False,0,0,1,7,1,0,840,0,0,-3,0,1,1,1,0,4,0,0,840,0,4,0
0,1,False,1,True,0,0,1,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2009.0,False,0,0,4,1,3,4,0,0,0,3,1,True,24,0,True,0,60,1,0,0,2009,1,-100,0,0,0,0,0,0,0,0,0.0,0,3,8640,3,72.0,0,1547,0,False,0,0,1,1,7,2009,0,0,0,1,0,0,0,3,756,0,5,783,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,0,0,0,0,0,614,0,0,0,False,0,0,0,7,0,0,732,0,0,0,0,1,1,1,0,3,0,0,764,0,2,0
0,0,False,1,True,0,0,0,1,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1998.0,False,0,0,4,1,3,4,0,0,0,3,1,True,781,0,True,0,60,1,0,0,1998,0,3,0,0,0,0,0,1,1,0,731.0,0,3,16545,3,-100.0,0,2450,0,False,0,0,1,1,7,1998,0,0,0,1,0,0,0,3,1284,0,5,1140,False,3,0,0,0,0,0,0,0,0,3,4,0,2,3,False,5,1,0,0,0,0,1069,0,0,0,False,0,0,0,8,1,0,503,0,0,-1,0,1,1,1,0,4,0,0,1310,0,4,0
0,0,False,1,False,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1978.0,False,0,0,3,0,3,3,0,0,0,3,1,True,209,0,True,0,60,1,0,0,1978,0,3,0,0,0,0,0,1,0,0,203.0,0,3,7844,2,74.0,0,1400,0,False,0,0,1,1,6,1978,0,0,0,1,0,0,0,3,672,0,3,728,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,7,1,0,0,0,1,440,0,0,0,False,0,0,0,6,1,0,463,1,0,-4,0,1,0,1,0,3,0,0,672,0,4,0
0,1,False,0,False,0,0,0,0,1,0,1,3,0,1,0,0,0,1,1,1,0,0,1908.0,False,0,0,3,0,3,3,0,0,0,3,1,True,0,0,True,0,50,1,0,0,1997,0,4,0,0,0,0,0,0,0,0,0.0,0,5,45600,2,75.0,0,2358,0,False,0,0,1,1,10,1908,0,0,0,1,0,0,0,2,907,0,3,1051,False,3,0,0,0,0,0,0,0,0,2,3,0,3,2,False,8,1,0,0,1,0,360,0,0,0,False,0,0,1,6,1,0,907,0,0,-2,0,1,1,0,0,3,0,0,1307,0,2,0
0,1,False,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1954.0,False,0,0,3,0,3,3,0,0,0,3,1,True,812,0,True,0,20,1,0,0,1954,0,-100,0,0,0,0,0,0,0,0,0.0,0,2,9000,2,75.0,0,1128,0,False,0,0,1,1,5,1954,0,0,0,1,0,0,0,3,936,1,3,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,5,0,0,0,0,0,286,0,0,0,False,0,0,0,5,1,0,124,0,0,-4,0,1,1,0,0,3,0,0,1128,0,2,0
0,1,False,0,True,0,0,0,0,1,0,1,4,0,1,0,0,0,1,1,1,1,0,1985.0,False,0,0,3,1,4,3,0,1,0,3,1,True,816,0,True,0,20,1,0,0,2003,0,-100,0,0,0,0,0,0,1,0,0.0,0,2,6600,2,60.0,0,816,0,False,0,0,1,1,4,1982,0,0,0,1,0,0,0,3,816,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,8,0,0,0,0,0,816,0,0,0,False,0,0,0,5,1,0,0,0,0,-2,0,1,1,0,0,3,0,0,816,0,4,0
0,0,False,0,True,0,0,0,0,1,0,1,3,0,1,1,0,0,1,1,1,0,0,2004.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,True,0,160,1,0,1,2004,0,-100,0,0,0,0,1,0,0,0,50.0,0,3,2522,2,24.0,1,1709,0,False,0,0,1,1,7,2004,0,0,0,1,0,0,0,3,970,0,5,739,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,0,0,0,0,0,380,0,0,0,False,0,0,1,7,0,0,970,0,0,-4,0,1,1,1,0,4,0,0,970,0,2,0
0,1,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1963.0,False,0,0,3,0,3,3,0,1,0,3,1,True,633,0,True,0,20,1,0,0,1963,0,-100,0,0,0,0,0,0,1,0,0.0,0,3,25286,5,94.0,0,1040,0,False,0,0,1,1,5,1963,0,0,0,1,0,0,0,3,1064,0,4,0,False,2,0,0,0,0,0,0,0,0,4,2,1,1,2,False,5,0,0,0,0,0,648,0,0,0,False,0,0,0,4,1,0,431,0,0,-3,0,1,1,0,0,3,0,0,1040,0,2,0
0,1,False,1,False,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,1,1,0,1984.0,False,0,0,3,0,3,3,0,1,0,3,1,True,658,0,True,0,20,1,0,0,1985,0,-100,0,0,0,0,0,0,1,0,0.0,0,3,6951,2,37.0,0,923,0,False,0,0,1,1,5,1984,0,0,0,0,0,0,0,3,876,0,3,0,False,3,0,0,0,0,0,0,0,0,3,4,0,1,1,False,5,0,0,0,0,0,264,0,0,0,False,0,0,0,5,1,0,218,0,0,-2,0,1,1,0,0,3,0,0,923,0,2,0
0,0,True,1,True,0,1,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,0,1963.0,False,0,0,3,1,3,4,0,0,0,3,1,False,763,0,False,0,85,1,0,0,1963,0,-100,0,0,0,0,0,1,1,0,156.0,0,3,8800,5,80.0,0,1054,0,False,0,0,1,1,6,1963,1,0,0,1,0,0,0,3,936,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,7,0,0,0,0,0,480,0,0,0,False,0,0,0,6,1,0,173,0,0,0,0,1,1,0,0,3,0,0,1054,0,3,0
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2005.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,False,0,120,1,0,1,2006,0,4,0,0,0,0,0,0,0,0,94.0,0,2,6955,2,48.0,0,1368,0,False,1,0,1,1,6,2005,0,0,0,1,0,0,1,3,1368,0,5,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,474,0,0,0,True,0,0,1,7,1,0,1368,0,0,-4,0,1,1,0,0,4,0,0,1368,0,3,0
0,1,False,1,False,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1936.0,False,0,0,4,0,3,4,0,0,0,3,1,True,223,0,True,0,50,1,0,0,1987,0,4,0,0,0,0,0,0,0,0,0.0,0,3,11500,2,86.0,0,2057,0,False,0,0,1,1,6,1936,0,0,0,1,0,0,0,2,1017,0,4,1037,False,3,0,0,0,0,0,0,0,0,3,4,0,1,1,False,7,1,0,0,0,0,180,0,1,0,False,0,0,0,7,1,0,794,0,0,-4,0,1,1,0,0,4,1,0,1020,0,4,0
0,0,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,1,1991.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,True,0,80,1,1,0,1992,0,3,0,0,0,0,0,1,0,0,76.0,0,3,10784,2,-100.0,0,1472,0,False,0,0,1,1,7,1991,0,0,0,0,0,0,0,3,384,0,4,670,False,3,0,0,1,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,402,0,0,0,False,0,0,1,7,1,0,384,0,0,-3,0,1,1,0,0,4,0,0,802,0,3,0
0,1,False,0,False,0,0,0,0,1,0,1,3,0,1,0,0,1,1,1,1,0,0,1934.0,False,0,0,3,0,3,2,0,0,0,3,1,True,156,0,True,0,70,0,0,0,1950,0,-100,0,0,0,0,0,0,0,0,0.0,0,4,12155,2,-100.0,0,1482,0,False,0,0,1,1,7,1925,0,0,0,1,1,0,0,3,672,0,3,672,False,3,0,0,0,0,0,0,0,0,3,4,0,2,1,False,8,0,0,0,0,0,400,0,0,0,False,0,0,0,6,0,0,516,0,0,-2,1,1,1,1,0,3,0,0,810,0,2,0
0,1,False,0,True,0,0,1,0,1,0,1,3,1,1,0,0,0,1,1,1,0,0,2004.0,False,0,0,4,0,3,4,0,0,0,3,0,True,0,1,True,0,160,1,0,0,2005,1,-100,0,0,0,0,0,0,0,0,0.0,0,2,3182,2,30.0,0,1200,0,False,0,0,1,1,4,2004,0,0,0,1,0,0,1,3,600,0,5,600,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,0,0,0,0,0,480,0,0,0,False,0,0,1,7,0,0,600,0,0,0,0,1,1,1,0,4,0,0,600,0,3,0
0,0,False,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1960.0,False,0,0,3,0,3,3,0,0,0,3,1,True,588,0,True,0,20,1,0,0,2002,0,-100,0,0,0,0,0,1,0,0,45.0,0,2,7000,2,70.0,0,1134,0,False,0,0,1,1,6,1960,0,0,0,1,0,0,0,3,1010,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,7,0,0,0,0,0,254,0,1,0,False,0,0,0,5,1,0,422,0,0,-3,0,1,1,0,0,3,0,0,1134,0,3,0
0,0,True,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1959.0,False,0,0,3,0,3,4,0,0,0,3,1,True,414,0,False,0,20,1,0,0,1959,0,-100,0,0,0,0,0,1,1,0,207.0,0,2,7332,2,60.0,0,864,0,False,0,0,1,1,4,1959,0,0,0,1,1,0,0,3,864,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,6,0,0,0,0,0,288,0,0,0,False,0,0,0,6,1,0,450,0,0,-4,0,1,1,0,0,3,0,0,864,0,2,0
0,1,False,1,False,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1957.0,False,0,0,3,0,3,3,0,0,0,3,1,True,0,0,True,0,50,1,0,0,1989,0,3,0,0,0,0,0,0,1,0,0.0,0,5,11250,4,-100.0,0,1788,0,False,0,0,1,1,8,1957,0,0,0,1,0,0,0,3,1104,0,5,684,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,5,2,0,0,1,0,304,0,0,0,False,0,0,1,4,1,0,1104,0,0,-1,0,1,1,0,0,3,0,0,1104,0,2,0
0,0,False,1,False,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1986.0,False,0,1,4,0,2,3,0,0,0,3,1,True,1398,0,True,0,20,1,0,1,1986,0,3,0,0,0,0,0,0,1,0,132.0,0,3,12416,2,47.0,0,1651,0,False,0,0,1,1,7,1986,0,0,0,1,0,0,0,3,1606,0,3,0,False,3,1,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,208,0,0,0,616,0,0,0,False,0,0,0,6,1,0,0,0,0,-2,0,1,1,0,0,3,0,0,1651,0,4,0
0,0,False,1,True,0,0,0,1,0,0,1,3,1,1,0,0,0,1,0,1,0,0,1995.0,False,0,0,4,0,3,4,0,0,0,3,1,True,56,0,True,0,60,1,0,0,1995,0,3,0,0,0,0,0,1,0,0,513.0,0,4,12257,4,65.0,0,2531,0,False,0,0,1,1,9,1995,0,0,0,1,0,0,0,3,1318,1,5,1203,False,3,0,0,0,0,0,0,0,0,3,4,0,2,3,False,5,1,64,0,0,0,752,0,0,0,False,0,0,0,8,1,0,1198,0,0,-3,0,1,1,1,0,4,0,0,1328,0,3,0
0,1,False,0,False,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,1,1,0,1938.0,False,0,0,3,0,2,3,0,0,0,2,0,True,203,0,True,0,30,0,0,0,1950,0,-100,0,0,0,0,0,0,1,0,0.0,0,2,8212,2,45.0,0,864,0,False,0,0,1,1,5,1914,0,0,0,1,0,0,0,3,864,0,3,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,3,0,0,0,0,0,200,0,1,0,False,0,0,0,3,1,0,661,0,0,0,0,1,1,0,0,3,0,0,864,0,2,0
0,1,False,0,True,0,0,0,0,1,0,1,3,0,1,0,0,0,1,1,1,0,0,1983.0,False,0,0,3,0,3,4,0,0,0,3,0,True,0,0,True,0,70,1,0,0,2002,0,1,0,0,0,0,0,0,0,0,0.0,0,3,10440,2,60.0,1,1539,0,False,0,0,1,1,8,1904,0,0,0,1,0,0,0,4,650,0,4,581,False,3,0,0,0,0,0,1,0,0,4,4,0,2,2,False,8,1,0,0,0,0,686,0,0,0,False,0,0,1,5,0,0,650,0,0,-2,0,1,1,1,0,3,0,0,958,0,2,0
0,1,False,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1959.0,False,0,0,-100,0,-100,3,0,0,0,3,1,True,0,0,True,0,20,1,0,0,1959,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,8339,-100,-100.0,0,882,0,False,0,0,1,1,5,1959,0,0,0,1,0,0,0,3,0,0,3,0,False,3,0,0,0,0,0,0,0,0,3,4,0,1,1,False,7,0,0,0,0,0,294,0,0,0,False,0,1,0,5,1,0,0,0,0,-3,0,1,1,0,0,3,0,0,882,0,3,1
0,0,False,1,False,0,0,0,0,0,1,1,3,0,1,0,1,0,1,0,1,1,0,1990.0,False,0,0,4,0,3,4,0,0,0,3,1,True,485,0,True,0,20,1,0,0,1991,0,3,0,0,0,0,0,1,0,0,234.0,0,3,14684,3,90.0,0,2196,0,False,0,0,1,1,7,1990,0,0,0,0,0,0,0,3,2158,0,4,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,3,False,7,1,177,0,0,0,701,0,0,1,False,0,0,0,7,1,0,1496,1,0,-1,0,1,0,0,0,4,0,0,2196,0,3,0
0,1,False,0,False,0,0,0,0,1,0,1,3,1,1,0,0,0,1,1,1,0,0,1922.0,False,0,0,3,0,3,4,0,0,0,3,0,True,0,1,True,0,50,1,0,0,2000,0,4,0,1,0,0,0,0,0,0,0.0,0,4,13053,2,64.0,0,1848,0,False,0,0,1,1,8,1923,0,0,0,1,0,0,0,3,833,0,4,795,False,3,0,1,0,0,0,0,0,0,4,3,0,1,2,False,7,1,0,0,0,0,370,0,0,0,False,0,0,1,6,1,0,833,0,0,-2,0,1,0,0,0,3,0,0,1053,0,2,0
0,1,False,1,True,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,1,0,1959.0,False,0,0,4,1,3,5,0,0,0,3,1,False,1406,0,True,0,20,1,0,0,2002,0,3,0,0,0,0,0,0,1,0,0.0,0,3,17500,4,100.0,0,1902,0,False,0,0,1,1,7,1959,0,0,0,1,0,0,0,3,1902,0,3,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,8,2,0,0,0,0,567,0,0,0,False,0,0,0,7,1,0,496,0,0,0,0,1,1,0,0,4,1,0,1902,0,4,0
